ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Caff,Choc,Coke,Ecstasy,Heroin,LSD,Mushrooms,Nicotine,Benzos
1494,25-34,M,Masters degree,Bangladesh,Ntribe,-1.1943,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.2247,CL5,CL5,CL6,CL5,CL5,CL0,CL4,CL3,CL0,CL0
1495,45-54,F,Left school before 16 years,Bangladesh,Ntribe,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593,CL5,CL6,CL4,CL2,CL0,CL0,CL2,CL2,CL6,CL3
1496,45-54,M,University degree,Bangladesh,Ntribe,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.2247,CL5,CL6,CL6,CL0,CL0,CL0,CL1,CL1,CL6,CL2
1497,25-34,M,Doctorate degree,Bangladesh,Ntribe,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.2247,CL5,CL6,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL4
1498,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL3,CL3,CL0
1499,18-24,M,University degree,Bangladesh,Ntribe,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,CL6,CL6,CL4,CL0,CL0,CL0,CL3,CL4,CL0,CL0
1500,25-34,M,University degree,Bangladesh,Ntribe,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.7654,CL6,CL6,CL5,CL2,CL5,CL2,CL5,CL2,CL5,CL3
1501,18-24,F,University degree,Bangladesh,Ntribe,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247,CL6,CL6,CL5,CL4,CL4,CL0,CL3,CL5,CL6,CL3
1502,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575,CL5,CL6,CL5,CL1,CL0,CL0,CL2,CL2,CL2,CL0
1503,45-54,F,Doctorate degree,Bangladesh,Ntribe,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,CL6,CL4,CL4,CL1,CL0,CL0,CL1,CL1,CL2,CL0
1504,18-24,F,Left school at 16 years,Bangladesh,Ntribe,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,CL4,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL4,CL6
1505,18-24,F,University degree,Bangladesh,Ntribe,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148,CL6,CL6,CL6,CL0,CL3,CL0,CL0,CL0,CL4,CL3
1506,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,CL5,CL5,CL5,CL2,CL2,CL0,CL1,CL2,CL2,CL4
1507,25-34,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,CL0,CL6,CL6,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1508,18-24,M,University degree,Bangladesh,Ntribe,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,CL5,CL6,CL6,CL5,CL3,CL0,CL3,CL2,CL6,CL3
1509,18-24,M,Left school before 16 years,Bangladesh,Ntribe,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,CL6,CL4,CL5,CL0,CL3,CL0,CL0,CL4,CL3,CL3
1510,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,CL3,CL6,CL3,CL2,CL2,CL0,CL2,CL2,CL6,CL2
1511,25-34,M,Left school at 18 years,Bangladesh,Ntribe,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,CL3,CL6,CL6,CL2,CL2,CL4,CL2,CL2,CL6,CL4
1512,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.2247,CL6,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL5,CL6
1513,18-24,M,Left school at 18 years,Bangladesh,Ntribe,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,CL5,CL6,CL5,CL0,CL4,CL0,CL6,CL3,CL6,CL2
1514,45-54,M,Doctorate degree,Bangladesh,Ntribe,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.7654,CL5,CL6,CL6,CL3,CL1,CL0,CL1,CL1,CL5,CL2
1515,18-24,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,CL6,CL5,CL5,CL0,CL0,CL0,CL4,CL0,CL3,CL3
1516,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,CL0,CL3,CL1,CL3,CL1,CL2,CL1,CL4,CL2,CL2
1517,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,CL5,CL6,CL6,CL5,CL4,CL0,CL0,CL2,CL6,CL2
1518,18-24,M,Professional certificate/ diploma,Bangladesh,Ntribe,1.37297,-1.6334,1.06238,-0.91699,-1.38502,1.29221,0.7654,CL5,CL5,CL6,CL2,CL4,CL0,CL5,CL5,CL6,CL4
1519,25-34,M,Professional certificate/ diploma,Bangladesh,Ntribe,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,CL3,CL6,CL3,CL5,CL5,CL0,CL5,CL4,CL6,CL5
1520,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.82562,2.127,1.88511,0.13136,-0.65253,1.86203,1.92173,CL4,CL6,CL6,CL3,CL3,CL2,CL5,CL5,CL6,CL4
1521,18-24,M,Left school at 18 years,Bangladesh,Ntribe,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,CL2,CL6,CL5,CL0,CL2,CL0,CL2,CL3,CL6,CL2
1522,18-24,M,Left school at 16 years,Bangladesh,Ntribe,0.82562,1.2861,0.29338,-1.21213,-0.89891,0.88113,1.92173,CL6,CL6,CL3,CL0,CL0,CL0,CL3,CL0,CL6,CL0
1523,18-24,M,Left school at 18 years,Bangladesh,Ntribe,0.52135,1.2861,1.24033,-0.45321,-0.52745,1.86203,0.7654,CL5,CL6,CL5,CL2,CL0,CL0,CL0,CL4,CL3,CL3
1524,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.91093,0.00332,1.06238,-1.21213,-1.5184,1.29221,0.40148,CL6,CL6,CL5,CL0,CL0,CL0,CL4,CL3,CL6,CL4
1525,18-24,F,University degree,Bangladesh,Ntribe,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1526,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-1.55078,0.96248,1.65653,-0.01729,-0.14277,1.29221,0.7654,CL5,CL6,CL6,CL4,CL4,CL0,CL4,CL3,CL6,CL5
1527,18-24,M,Left school before 16 years,Bangladesh,Ntribe,-1.1943,-0.94779,1.06238,1.2861,-0.52745,0.88113,1.2247,CL3,CL6,CL6,CL0,CL0,CL0,CL4,CL5,CL2,CL2
1528,25-34,F,University degree,Bangladesh,Ntribe,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,CL5,CL6,CL6,CL3,CL2,CL0,CL3,CL3,CL6,CL4
1529,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.02119,-1.7625,0.58331,-0.15487,-2.57309,0.88113,-0.21575,CL5,CL5,CL4,CL3,CL4,CL2,CL3,CL3,CL6,CL3
1530,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,0.88113,1.2247,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0
1531,25-34,M,Left school at 18 years,Bangladesh,Ntribe,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.7654,CL6,CL5,CL6,CL3,CL4,CL0,CL2,CL0,CL5,CL3
1532,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,CL5,CL6,CL5,CL3,CL4,CL0,CL1,CL1,CL5,CL0
1533,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575,CL5,CL6,CL6,CL4,CL4,CL0,CL2,CL3,CL4,CL4
1534,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.7654,CL5,CL6,CL4,CL3,CL3,CL0,CL4,CL3,CL4,CL0
1535,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1536,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.13281,-0.69509,0.88309,0.94156,-0.89891,1.29221,0.7654,CL6,CL6,CL4,CL3,CL3,CL3,CL3,CL4,CL6,CL4
1537,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637,CL6,CL5,CL5,CL0,CL0,CL0,CL4,CL3,CL6,CL0
1538,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-1.55078,1.2861,-0.97631,0.43852,0.93949,0.19268,1.92173,CL6,CL6,CL6,CL6,CL0,CL0,CL3,CL4,CL6,CL0
1539,25-34,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.82562,-3.00537,0.29338,-1.34289,-2.04506,0.88113,0.7654,CL6,CL4,CL5,CL2,CL2,CL5,CL3,CL4,CL3,CL4
1540,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.14882,-0.43999,-0.71727,-0.76096,-1.64101,1.29221,0.7654,CL4,CL5,CL6,CL2,CL2,CL0,CL0,CL2,CL2,CL0
1541,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.82562,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,CL4,CL6,CL5,CL0,CL0,CL0,CL3,CL3,CL6,CL4
1542,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,CL3,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1543,18-24,M,Left school at 18 years,Bangladesh,Ntribe,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,0.52975,0.40148,CL3,CL6,CL4,CL0,CL4,CL0,CL4,CL3,CL2,CL0
1544,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.7654,CL3,CL5,CL6,CL0,CL3,CL0,CL3,CL3,CL0,CL2
1545,25-34,M,University degree,Bangladesh,Ntribe,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1546,25-34,F,Masters degree,Bangladesh,Ntribe,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1547,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1548,55-64,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1549,45-54,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL1,CL1,CL0
1550,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1551,18-24,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.05188,-2.32338,-0.84732,-1.772,-0.40581,1.29221,-0.21575,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0
1552,25-34,M,Masters degree,Bangladesh,Ntribe,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0
1553,18-24,F,Masters degree,Bangladesh,Ntribe,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL3
1554,25-34,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1555,55-64,F,University degree,Bangladesh,Ntribe,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1556,18-24,F,University degree,Bangladesh,Ntribe,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0
1557,25-34,F,Masters degree,Bangladesh,Ntribe,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1558,35-44,F,University degree,Bangladesh,Ntribe,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848,CL1,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1559,45-54,F,Left school before 16 years,Bangladesh,Ntribe,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,CL1,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1560,35-44,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,0.88113,0.07987,CL4,CL6,CL6,CL1,CL3,CL0,CL1,CL1,CL1,CL1
1561,35-44,F,University degree,Bangladesh,Ntribe,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1562,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL6,CL0
1563,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1564,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1
1565,35-44,M,Masters degree,Bangladesh,Ntribe,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1566,25-34,M,University degree,Bangladesh,Ntribe,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,-1.37983,-0.84637,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0
1567,25-34,F,Masters degree,Bangladesh,Ntribe,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,0.88113,-0.84637,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1568,45-54,M,Professional certificate/ diploma,Bangladesh,Ntribe,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1569,18-24,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,CL3,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1570,25-34,F,Masters degree,Bangladesh,Ntribe,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0
1571,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637,CL3,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL3
1572,35-44,F,University degree,Bangladesh,Ntribe,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,CL3,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1573,35-44,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1574,25-34,F,Masters degree,Bangladesh,Ntribe,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1575,45-54,F,University degree,Bangladesh,Ntribe,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,CL3,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1576,45-54,F,Masters degree,Bangladesh,Ntribe,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL2
1577,35-44,F,Left school at 16 years,Bangladesh,Ntribe,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1578,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL2
1579,35-44,F,Masters degree,Bangladesh,Ntribe,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL2
1580,35-44,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1581,35-44,F,Masters degree,Bangladesh,Ntribe,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1582,25-34,F,University degree,Bangladesh,Ntribe,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,CL6,CL6,CL6,CL4,CL3,CL0,CL0,CL2,CL3,CL3
1583,35-44,F,University degree,Bangladesh,Ntribe,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,CL5,CL6,CL6,CL1,CL1,CL0,CL1,CL1,CL1,CL3
1584,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1585,35-44,M,Left school at 16 years,Bangladesh,Ntribe,-1.32828,2.127,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1586,35-44,M,Professional certificate/ diploma,Bangladesh,Ntribe,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0
1587,35-44,F,University degree,Bangladesh,Ntribe,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1588,45-54,F,Professional certificate/ diploma,Bangladesh,Ntribe,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1589,45-54,F,University degree,Bangladesh,Ntribe,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1590,35-44,F,Doctorate degree,Bangladesh,Ntribe,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1591,25-34,F,University degree,Bangladesh,Ntribe,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1592,25-34,F,University degree,Bangladesh,Ntribe,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL2,CL3,CL0
1593,55-64,F,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL2
1594,35-44,F,University degree,Bangladesh,Ntribe,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1595,25-34,F,Masters degree,Bangladesh,Ntribe,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,CL5,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1596,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0
1597,25-34,F,Professional certificate/ diploma,Bangladesh,Ntribe,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1598,25-34,M,Masters degree,Bangladesh,Ntribe,0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1599,55-64,F,Masters degree,Bangladesh,Ntribe,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1600,25-34,F,University degree,Bangladesh,Ntribe,-0.05188,2.8595,1.88511,0.94156,-0.89891,1.86203,1.2247,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1
1601,45-54,M,Left school at 16 years,Bangladesh,Ntribe,-0.34799,1.93886,-0.01928,0.76096,1.30612,-1.37983,-0.84637,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL2
1602,25-34,F,University degree,Bangladesh,Ntribe,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,CL0,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1603,35-44,F,Professional certificate/ diploma,Bangladesh,Ntribe,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084,CL5,CL6,CL6,CL0,CL0,CL0,CL1,CL0,CL2,CL0
1604,35-44,F,Masters degree,Bangladesh,Ntribe,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1605,25-34,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.7654,CL3,CL5,CL4,CL3,CL5,CL2,CL3,CL3,CL6,CL5
1606,25-34,F,University degree,Bangladesh,Ntribe,-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848,CL4,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1607,45-54,F,University degree,Bangladesh,Ntribe,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL2
1608,25-34,F,University degree,Bangladesh,Ntribe,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,CL3,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1609,35-44,F,University degree,Bangladesh,Ntribe,0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL3
1610,25-34,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.2247,CL4,CL6,CL6,CL3,CL4,CL0,CL1,CL2,CL0,CL0
1611,35-44,F,Doctorate degree,Bangladesh,Ntribe,-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL2
1612,55-64,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1613,25-34,M,Masters degree,Bangladesh,Ntribe,0.52135,0.00332,0.7233,0.59042,-0.27607,0.88113,1.92173,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL1,CL3,CL0
1614,45-54,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.31287,0.16767,-1.11902,0.59042,0.58489,0.52975,-0.52593,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4
1615,25-34,M,"Some college or university, no certificate or degree",Bangladesh,Ntribe,0.31287,-0.30033,1.06238,-0.30172,-0.89891,0.88113,1.92173,CL5,CL6,CL4,CL3,CL2,CL3,CL3,CL3,CL6,CL5
1616,45-54,M,Professional certificate/ diploma,Bangladesh,Ntribe,0.13606,0.00332,-0.45174,-0.60633,0.7583,-0.21712,0.40148,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0
1617,25-34,M,University degree,Bangladesh,Ntribe,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL0
1618,35-44,M,Professional certificate/ diploma,Bangladesh,Ntribe,-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1619,35-44,M,University degree,Bangladesh,Ntribe,0.52135,-0.80615,-1.27553,0.59042,-0.89891,0.19268,-1.18084,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL2
